,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Car_Age,Company_Name,Model_Name
3015,Hyundai Santro,Pune,2011,65400,Petrol,Manual,First,Black/Silver,5,4,2.1,0,kmpl,1086,CC,98.59,bhp,14,Hyundai,Santro
3016,Hyundai Verna,Kochi,2009,137148,Petrol,Manual,Second,Others,5,4,1.85,13.9,kmpl,1599,CC,103.2,bhp,16,Hyundai,Verna
3017,Audi A6,Bangalore,2011,50000,Diesel,Automatic,Third,Black/Silver,5,4,21,16.77,kmpl,2967,CC,241.38,bhp,14,Audi,A6
3018,Mahindra XUV500,Delhi,2012,65000,Diesel,Manual,Second,Others,7,5,5.75,16,kmpl,2179,CC,140,bhp,13,Mahindra,XUV500
3019,Maruti Celerio,Hyderabad,2015,47020,Petrol,Manual,Second,White,5,4,4.5,23.1,kmpl,998,CC,67.04,bhp,10,Maruti,Celerio
3020,Mercedes-Benz E-Class,Coimbatore,2016,39753,Diesel,Automatic,First,Others,5,4,35.28,13,kmpl,2143,CC,201.1,bhp,9,Mercedes-Benz,E-Class
3021,Maruti Alto,Chennai,2015,25000,Petrol,Automatic,First,White,5,4,3.5,24.07,kmpl,998,CC,67.1,bhp,10,Maruti,Alto
3022,Hyundai Verna,Bangalore,2012,80000,Diesel,Manual,First,White,5,4,5.25,22.32,kmpl,1582,CC,126.32,bhp,13,Hyundai,Verna
3023,Honda Amaze,Ahmedabad,2014,59000,Diesel,Manual,First,Others,5,4,4.75,25.8,kmpl,1498,CC,98.6,bhp,11,Honda,Amaze
3024,Hyundai Xcent,Mumbai,2016,29000,Diesel,Manual,First,Others,5,4,5.95,24.4,kmpl,1120,CC,71,bhp,9,Hyundai,Xcent
3025,Mercedes-Benz S,Mumbai,2007,55000,Petrol,Automatic,Third,White,5,4,9.99,10.13,kmpl,3498,CC,364.9,bhp,18,Mercedes-Benz,S
3026,Audi A4,Bangalore,2014,37600,Diesel,Automatic,Second,Black/Silver,5,4,22.5,16.55,kmpl,1968,CC,147.51,bhp,11,Audi,A4
3027,Maruti A-Star,Kochi,2010,55324,Petrol,Manual,First,White,5,4,2.87,19,kmpl,998,CC,66.1,bhp,15,Maruti,A-Star
3028,Maruti Baleno,Mumbai,2017,16900,Petrol,Manual,First,Black/Silver,5,4,6.99,21.1,kmpl,998,CC,100,bhp,8,Maruti,Baleno
3029,Hyundai Santro,Chennai,2005,105000,Petrol,Manual,First,White,5,4,1.75,0,kmpl,999,CC,98.59,bhp,20,Hyundai,Santro
3030,Mercedes-Benz E-Class,Mumbai,2014,72000,Petrol,Automatic,First,White,5,4,17.25,12,kmpl,1991,CC,184,bhp,11,Mercedes-Benz,E-Class
3031,Toyota Camry,Delhi,2015,25000,Petrol,Automatic,First,White,5,4,25,19.16,kmpl,2494,CC,158.2,bhp,10,Toyota,Camry
3032,Honda City,Coimbatore,2016,24337,Diesel,Manual,First,Black/Silver,5,4,8.18,26,kmpl,1498,CC,98.6,bhp,9,Honda,City
3033,Volkswagen Polo,Bangalore,2013,37000,Petrol,Manual,First,Others,5,4,5.1,16.47,kmpl,1198,CC,73.9,bhp,12,Volkswagen,Polo
3034,Tata Safari,Bangalore,2012,90000,Diesel,Manual,Second,White,7,5,4.6,13.93,kmpl,2179,CC,138.03,bhp,13,Tata,Safari
3035,Volkswagen Polo,Kochi,2011,58752,Petrol,Manual,First,Others,5,4,3.32,16.47,kmpl,1198,CC,73.9,bhp,14,Volkswagen,Polo
3036,BMW X1,Kochi,2017,32838,Diesel,Automatic,First,Black/Silver,5,4,30.29,17.05,kmpl,1995,CC,190,bhp,8,BMW,X1
3037,Renault KWID,Jaipur,2016,26000,Petrol,Manual,First,Black/Silver,5,4,2.55,25.17,kmpl,799,CC,53.3,bhp,9,Renault,KWID
3038,Maruti Wagon,Kolkata,2014,23840,Petrol,Manual,First,Others,5,4,3,20.51,kmpl,998,CC,67.04,bhp,11,Maruti,Wagon
3039,Hyundai i20,Ahmedabad,2016,57000,Petrol,Manual,First,Black/Silver,5,4,6,18.6,kmpl,1197,CC,81.83,bhp,9,Hyundai,i20
3040,Honda Brio,Kochi,2016,27969,Petrol,Manual,First,Black/Silver,5,4,4.73,19.4,kmpl,1198,CC,86.8,bhp,9,Honda,Brio
3041,Mahindra Xylo,Jaipur,2012,55000,Diesel,Manual,Second,White,8,5,2.9,14,kmpl,2498,CC,112,bhp,13,Mahindra,Xylo
3042,BMW X5,Hyderabad,2011,75000,Diesel,Automatic,First,Black/Silver,5,4,27.5,11.7,kmpl,2993,CC,245,bhp,14,BMW,X5
3043,Honda Brio,Coimbatore,2013,33709,Petrol,Automatic,First,Black/Silver,5,4,4.9,16.5,kmpl,1198,CC,86.8,bhp,12,Honda,Brio
3044,Toyota Etios,Hyderabad,2014,59589,Diesel,Manual,First,Black/Silver,5,4,5.6,23.59,kmpl,1364,CC,67.1,bhp,11,Toyota,Etios
3045,Ford Figo,Pune,2015,92000,Diesel,Manual,First,White,5,4,4.25,20,kmpl,1399,CC,68.05,bhp,10,Ford,Figo
3046,Hyundai Verna,Chennai,2016,31000,Diesel,Manual,First,Black/Silver,5,4,9,23.9,kmpl,1582,CC,126.2,bhp,9,Hyundai,Verna
3047,Porsche Cayman,Hyderabad,2010,10000,Petrol,Manual,First,Others,2,2,40,9,kmpl,3436,CC,98.59,bhp,15,Porsche,Cayman
3048,Volkswagen Polo,Jaipur,2015,63000,Diesel,Manual,First,Black/Silver,5,4,5.11,20.14,kmpl,1498,CC,88.8,bhp,10,Volkswagen,Polo
3049,Hyundai i20,Ahmedabad,2009,68000,Diesel,Manual,Second,Black/Silver,5,4,3.95,23,kmpl,1396,CC,90,bhp,16,Hyundai,i20
3050,BMW 5,Pune,2015,64000,Diesel,Automatic,First,Others,5,4,28,18.48,kmpl,1995,CC,177,bhp,10,BMW,5
3051,Honda Brio,Bangalore,2012,60000,Petrol,Manual,First,Others,5,4,3.25,19.4,kmpl,1198,CC,86.8,bhp,13,Honda,Brio
3052,Mahindra XUV500,Jaipur,2014,70669,Diesel,Manual,First,Others,7,5,9,15.1,kmpl,2179,CC,140,bhp,11,Mahindra,XUV500
3053,Hyundai Creta,Mumbai,2018,2500,Petrol,Manual,First,White,5,4,12.75,15.29,kmpl,1591,CC,121.3,bhp,7,Hyundai,Creta
3054,Maruti Wagon,Pune,2004,82000,Petrol,Manual,First,Black/Silver,5,4,0.85,14,kmpl,1061,CC,64,bhp,21,Maruti,Wagon
3055,Hyundai Creta,Jaipur,2015,65800,Diesel,Automatic,First,White,5,4,12.5,17.01,kmpl,1582,CC,126.2,bhp,10,Hyundai,Creta
3056,Toyota Innova,Mumbai,2014,35000,Diesel,Manual,First,Others,7,4,12.75,12.99,kmpl,2494,CC,100.6,bhp,11,Toyota,Innova
3057,Hyundai i20,Jaipur,2013,59000,Petrol,Manual,Second,White,5,4,4.1,18.5,kmpl,1197,CC,80,bhp,12,Hyundai,i20
3058,Toyota Innova,Pune,2016,50296,Diesel,Automatic,Second,Black/Silver,7,4,19,11.36,kmpl,2755,CC,171.5,bhp,9,Toyota,Innova
3059,Mahindra Scorpio,Kochi,2017,28464,Diesel,Manual,First,Black/Silver,7,5,13.05,15.4,kmpl,2179,CC,120,bhp,8,Mahindra,Scorpio
3060,Honda City,Chennai,2013,83432,Petrol,Manual,First,Black/Silver,5,4,5.9,17,kmpl,1497,CC,118,bhp,12,Honda,City
3061,Honda Jazz,Mumbai,2016,48719,Diesel,Manual,First,Others,5,4,6.25,27.3,kmpl,1498,CC,98.6,bhp,9,Honda,Jazz
3062,Audi A4,Mumbai,2013,45200,Diesel,Automatic,First,Black/Silver,5,4,13.5,16.55,kmpl,1968,CC,147.51,bhp,12,Audi,A4
3063,Honda Civic,Ahmedabad,2009,70000,Petrol,Manual,First,Others,5,4,4.25,13.5,kmpl,1799,CC,130,bhp,16,Honda,Civic
3064,Chevrolet Beat,Kolkata,2010,30000,Petrol,Manual,First,Others,5,4,1.6,18.6,kmpl,1199,CC,79.4,bhp,15,Chevrolet,Beat
3065,Maruti Ertiga,Chennai,2016,86000,Diesel,Manual,Second,White,7,5,8.2,25.47,kmpl,1248,CC,88.5,bhp,9,Maruti,Ertiga
3066,Audi Q3,Bangalore,2015,51000,Diesel,Automatic,First,Others,5,4,27.5,15.17,kmpl,1968,CC,181,bhp,10,Audi,Q3
3067,Hyundai i10,Mumbai,2011,15590,Petrol,Manual,First,Black/Silver,5,4,2.25,19.81,kmpl,1086,CC,68.05,bhp,14,Hyundai,i10
3068,Volkswagen Jetta,Kolkata,2013,58000,Diesel,Manual,First,Others,5,4,5.9,19.33,kmpl,1968,CC,138.03,bhp,12,Volkswagen,Jetta
3069,Mini Cooper,Chennai,2012,17000,Petrol,Automatic,Second,Black/Silver,4,4,22,16.82,kmpl,1998,CC,189.08,bhp,13,Mini,Cooper
3070,Toyota Fortuner,Delhi,2014,79000,Diesel,Automatic,First,White,7,5,18.5,12.55,kmpl,2982,CC,168.5,bhp,11,Toyota,Fortuner
3071,Hyundai i10,Ahmedabad,2013,49000,Petrol,Manual,First,Others,5,4,3.2,19.81,kmpl,1086,CC,68.05,bhp,12,Hyundai,i10
3072,Hyundai Grand,Mumbai,2016,9000,Petrol,Automatic,First,Black/Silver,5,4,5.45,18.9,kmpl,1197,CC,82,bhp,9,Hyundai,Grand
3073,Maruti Swift,Jaipur,2012,72000,Diesel,Manual,First,White,5,4,4.25,19.3,kmpl,1248,CC,73.9,bhp,13,Maruti,Swift
3074,Maruti SX4,Coimbatore,2016,63316,Diesel,Manual,First,Others,5,4,9.58,22.7,kmpl,1598,CC,118,bhp,9,Maruti,SX4
3075,Maruti Ciaz,Kochi,2018,15982,Petrol,Manual,First,Others,5,4,9.96,20.73,kmpl,1373,CC,91.1,bhp,7,Maruti,Ciaz
3076,Tata Indica,Mumbai,2006,133000,Diesel,Manual,Second,Others,5,4,0.86,16.8,kmpl,1405,CC,68,bhp,19,Tata,Indica
3077,Maruti Swift,Hyderabad,2011,130002,Diesel,Manual,First,Black/Silver,5,4,3.85,19.3,kmpl,1248,CC,73.9,bhp,14,Maruti,Swift
3078,Maruti Vitara,Pune,2016,37208,Diesel,Manual,First,White,5,4,7.43,24.3,kmpl,1248,CC,88.5,bhp,9,Maruti,Vitara
3079,Ford Ecosport,Mumbai,2014,68000,Diesel,Manual,First,Black/Silver,5,4,6.75,22.7,kmpl,1498,CC,89.84,bhp,11,Ford,Ecosport
3080,Toyota Fortuner,Ahmedabad,2015,65012,Diesel,Manual,First,White,7,5,18.9,14.24,kmpl,2755,CC,174.5,bhp,10,Toyota,Fortuner
3081,Hyundai i20,Pune,2017,10000,Petrol,Manual,First,Black/Silver,5,4,6.5,18.6,kmpl,1197,CC,81.83,bhp,8,Hyundai,i20
3082,Maruti 800,Jaipur,2006,165000,Petrol,Manual,First,Others,4,4,0.9,16.1,kmpl,796,CC,37,bhp,19,Maruti,800
3083,Hyundai i20,Jaipur,2018,5000,Petrol,Manual,First,Black/Silver,5,4,6.5,18.6,kmpl,1197,CC,81.83,bhp,7,Hyundai,i20
3084,Honda City,Kolkata,2015,45000,Petrol,Automatic,First,White,5,4,5.25,16.8,kmpl,1497,CC,118,bhp,10,Honda,City
3085,Tata Indica,Pune,2014,180000,Diesel,Manual,First,White,5,4,2.5,22.3,kmpl,1248,CC,74,bhp,11,Tata,Indica
3086,Tata Nano,Chennai,2011,35000,Petrol,Manual,First,Black/Silver,4,4,1.6,25.4,kmpl,624,CC,37.48,bhp,14,Tata,Nano
3087,Chevrolet Beat,Kochi,2016,60813,Petrol,Manual,Second,White,5,4,3.32,18.6,kmpl,1199,CC,76.8,bhp,9,Chevrolet,Beat
3088,Volkswagen Vento,Pune,2011,57328,Petrol,Manual,First,Black/Silver,5,4,3.39,15.04,kmpl,1598,CC,103.6,bhp,14,Volkswagen,Vento
3089,Audi Q7,Coimbatore,2015,46983,Diesel,Automatic,Second,Others,7,5,43.35,12.07,kmpl,2967,CC,241.4,bhp,10,Audi,Q7
3090,Ford Freestyle,Jaipur,2018,1001,Petrol,Manual,First,White,5,4,7.23,19,kmpl,1194,CC,94.68,bhp,7,Ford,Freestyle
3091,Maruti Alto,Chennai,2011,75000,Petrol,Manual,First,Black/Silver,5,4,2.1,19.7,kmpl,796,CC,46.3,bhp,14,Maruti,Alto
3092,Hyundai Verna,Hyderabad,2011,51500,Petrol,Manual,Second,Black/Silver,5,4,2.6,16.2,kmpl,1599,CC,103.2,bhp,14,Hyundai,Verna
3093,Hyundai Xcent,Mumbai,2014,64241,Petrol,Manual,First,Others,5,4,3.67,20.14,kmpl,1197,CC,81.86,bhp,11,Hyundai,Xcent
3094,Chevrolet Beat,Jaipur,2010,26000,Petrol,Manual,First,Black/Silver,5,4,1.5,18.6,kmpl,1199,CC,79.4,bhp,15,Chevrolet,Beat
3095,Honda Jazz,Hyderabad,2016,44345,Diesel,Manual,First,White,5,4,6.1,27.3,kmpl,1498,CC,98.6,bhp,9,Honda,Jazz
3096,Honda Jazz,Hyderabad,2015,33000,Petrol,Automatic,First,Black/Silver,5,4,7.25,19,kmpl,1199,CC,88.7,bhp,10,Honda,Jazz
3097,Toyota Corolla,Pune,2011,116000,Diesel,Manual,Second,Black/Silver,5,4,5.75,21.43,kmpl,1364,CC,138,bhp,14,Toyota,Corolla
3098,Honda CR-V,Jaipur,2008,100009,Petrol,Manual,Second,Black/Silver,5,4,6.5,13.1,kmpl,1997,CC,141.1,bhp,17,Honda,CR-V
3099,Volkswagen Polo,Delhi,2013,75000,Petrol,Manual,First,Black/Silver,5,4,3.25,16.47,kmpl,1198,CC,73.9,bhp,12,Volkswagen,Polo
3100,Toyota Innova,Mumbai,2006,127001,Diesel,Manual,First,White,8,5,4.95,12.8,kmpl,2494,CC,102,bhp,19,Toyota,Innova
3101,Skoda Rapid,Kochi,2014,33855,Petrol,Manual,First,Others,5,4,5.09,15,kmpl,1598,CC,103.6,bhp,11,Skoda,Rapid
3102,Maruti A-Star,Pune,2010,67000,Petrol,Manual,First,White,5,4,2,19,kmpl,998,CC,66.1,bhp,15,Maruti,A-Star
3103,Hyundai Verna,Bangalore,2012,97000,Diesel,Automatic,Second,White,5,4,6.5,19.08,kmpl,1582,CC,126.32,bhp,13,Hyundai,Verna
3104,Maruti Ertiga,Ahmedabad,2013,67443,Diesel,Manual,First,White,7,5,5.75,20.77,kmpl,1248,CC,88.8,bhp,12,Maruti,Ertiga
3105,Volvo XC60,Kochi,2014,86925,Diesel,Automatic,First,Others,5,4,17.18,11.2,kmpl,2400,CC,215,bhp,11,Volvo,XC60
3106,Maruti SX4,Chennai,2010,87000,Petrol,Manual,First,Black/Silver,5,4,2.8,15.6,kmpl,1586,CC,104.68,bhp,15,Maruti,SX4
3107,Toyota Etios,Kochi,2017,27100,Petrol,Manual,First,Black/Silver,5,4,6.37,16.78,kmpl,1496,CC,88.73,bhp,8,Toyota,Etios
3108,Jaguar XJ,Mumbai,2017,10501,Petrol,Automatic,First,White,5,4,75,9.43,kmpl,1999,CC,237.4,bhp,8,Jaguar,XJ
3109,Hyundai Verna,Mumbai,2011,58000,Petrol,Manual,Second,Black/Silver,5,4,4,17.01,kmpl,1591,CC,121.3,bhp,14,Hyundai,Verna
3110,Honda City,Pune,2004,73500,Petrol,Manual,Second,White,5,4,1.3,13,kmpl,1343,CC,90,bhp,21,Honda,City
3111,Toyota Innova,Kochi,2018,41736,Diesel,Automatic,First,Black/Silver,7,4,19.92,11.36,kmpl,2755,CC,171.5,bhp,7,Toyota,Innova
3112,Honda City,Mumbai,2011,84000,Petrol,Manual,First,Others,5,4,3.25,16.8,kmpl,1497,CC,116.3,bhp,14,Honda,City
3113,BMW 3,Bangalore,2014,47000,Diesel,Automatic,First,White,5,4,25.5,18.88,kmpl,1995,CC,184,bhp,11,BMW,3
3114,Hyundai Grand,Jaipur,2016,26946,Petrol,Manual,First,White,5,4,4.45,18.9,kmpl,1197,CC,82,bhp,9,Hyundai,Grand
3115,Maruti Eeco,Coimbatore,2016,42225,Petrol,Manual,First,Black/Silver,7,5,4.3,15.1,kmpl,1196,CC,73,bhp,9,Maruti,Eeco
3116,Jeep Compass,Mumbai,2017,4000,Petrol,Automatic,First,White,5,4,17.75,16,kmpl,1368,CC,160,bhp,8,Jeep,Compass
3117,Mercedes-Benz A,Pune,2015,11000,Petrol,Automatic,First,Black/Silver,5,4,16,15.5,kmpl,1595,CC,120.7,bhp,10,Mercedes-Benz,A
3118,Maruti Alto,Pune,2012,38000,Petrol,Manual,First,Others,5,4,2.25,19.7,kmpl,796,CC,46.3,bhp,13,Maruti,Alto
3119,Hyundai i10,Chennai,2012,49000,Petrol,Manual,First,White,5,4,3,20.36,kmpl,1197,CC,78.9,bhp,13,Hyundai,i10
3120,Honda CR-V,Jaipur,2006,80000,Petrol,Automatic,Third,Black/Silver,5,4,2,10.1,kmpl,2354,CC,152,bhp,19,Honda,CR-V
3121,Honda City,Coimbatore,2015,41950,Petrol,Automatic,First,White,5,4,9.6,18,kmpl,1497,CC,117.3,bhp,10,Honda,City
3122,Hyundai Elite,Kochi,2016,37540,Petrol,Manual,First,Black/Silver,5,4,6.22,18.6,kmpl,1197,CC,81.86,bhp,9,Hyundai,Elite
3123,Mahindra Scorpio,Chennai,2005,50000,Diesel,Manual,First,White,8,5,1.94,12.7,kmpl,2609,CC,116.6,bhp,20,Mahindra,Scorpio
3124,BMW 5,Hyderabad,2016,27000,Diesel,Automatic,First,White,5,4,48,18.59,kmpl,2993,CC,265,bhp,9,BMW,5
3125,Hyundai Verna,Kochi,2014,35642,Petrol,Automatic,First,White,5,4,6.69,17.01,kmpl,1591,CC,121.4,bhp,11,Hyundai,Verna
3126,Hyundai Elite,Kochi,2018,14223,Petrol,Manual,First,Others,5,4,7.32,18.6,kmpl,1197,CC,81.86,bhp,7,Hyundai,Elite
3127,Volkswagen Polo,Kochi,2015,26323,Petrol,Automatic,First,Black/Silver,5,4,7.4,17.21,kmpl,1197,CC,103.5,bhp,10,Volkswagen,Polo
3128,Honda Jazz,Mumbai,2016,31378,Petrol,Manual,First,White,5,4,5.9,18.2,kmpl,1199,CC,88.7,bhp,9,Honda,Jazz
3129,Mercedes-Benz GLA,Kochi,2018,17773,Petrol,Automatic,First,White,5,4,26.76,13.7,kmpl,1991,CC,183,bhp,7,Mercedes-Benz,GLA
3130,Toyota Qualis,Pune,2004,77757,Diesel,Manual,Second,Black/Silver,10,5,3.5,13.1,kmpl,2446,CC,75,bhp,21,Toyota,Qualis
3131,Skoda Octavia,Chennai,2006,72000,Diesel,Manual,Second,Black/Silver,5,4,3.2,18.7,kmpl,1896,CC,66,bhp,19,Skoda,Octavia
3132,Maruti Vitara,Kochi,2018,57078,Diesel,Manual,First,White,5,4,10.19,24.3,kmpl,1248,CC,88.5,bhp,7,Maruti,Vitara
3133,Volkswagen Polo,Mumbai,2017,27853,Petrol,Automatic,First,Others,5,4,8.25,17.21,kmpl,1197,CC,103.5,bhp,8,Volkswagen,Polo
3134,Honda City,Kochi,2016,36367,Petrol,Manual,First,White,5,4,7.73,17.8,kmpl,1497,CC,117.3,bhp,9,Honda,City
3135,Ford Ecosport,Jaipur,2014,93321,Diesel,Manual,First,Black/Silver,5,4,6.25,22.7,kmpl,1498,CC,89.84,bhp,11,Ford,Ecosport
3136,BMW 3,Hyderabad,2010,73336,Diesel,Automatic,First,White,5,4,10.69,13.2,kmpl,1995,CC,170,bhp,15,BMW,3
3137,BMW 3,Hyderabad,2015,30000,Diesel,Automatic,First,Others,5,4,22,18.88,kmpl,1995,CC,184,bhp,10,BMW,3
3138,Maruti Swift,Coimbatore,2014,57676,Petrol,Manual,First,White,5,4,6.69,19.1,kmpl,1197,CC,85.8,bhp,11,Maruti,Swift
3139,Toyota Fortuner,Delhi,2013,65000,Diesel,Automatic,First,White,7,5,16.5,12.55,kmpl,2982,CC,168.5,bhp,12,Toyota,Fortuner
3140,Hyundai Santro,Kolkata,2007,46707,Petrol,Manual,First,Others,5,4,0.99,17,kmpl,1086,CC,98.59,bhp,18,Hyundai,Santro
3141,Mahindra XUV500,Jaipur,2016,54000,Diesel,Automatic,First,Others,7,5,13.25,16,kmpl,2179,CC,140,bhp,9,Mahindra,XUV500
3142,Mercedes-Benz New,Bangalore,2014,57000,Diesel,Manual,Second,White,5,4,18,15.8,kmpl,2148,CC,170,bhp,11,Mercedes-Benz,New
3143,Ford Fiesta,Ahmedabad,2013,96000,Diesel,Manual,Second,White,5,4,3.5,23.5,kmpl,1498,CC,90,bhp,12,Ford,Fiesta
3144,Toyota Innova,Kochi,2013,62162,Diesel,Manual,First,Others,7,4,8.31,12.99,kmpl,2494,CC,100,bhp,12,Toyota,Innova
3145,Hyundai Accent,Jaipur,2010,52325,Petrol,Manual,First,White,5,4,2,16.36,kmpl,1495,CC,93.7,bhp,15,Hyundai,Accent
3146,Mahindra Ssangyong,Ahmedabad,2013,80000,Diesel,Automatic,Second,Others,7,5,9.5,11.18,kmpl,2696,CC,184,bhp,12,Mahindra,Ssangyong
3147,Honda City,Kolkata,2009,42000,Petrol,Manual,First,White,5,4,2.3,17,kmpl,1497,CC,118,bhp,16,Honda,City
3148,Hyundai EON,Hyderabad,2011,68128,Petrol,Manual,First,White,5,4,2.3,21.1,kmpl,814,CC,55.2,bhp,14,Hyundai,EON
3149,Land Rover Freelander,Hyderabad,2013,46000,Diesel,Automatic,Second,Others,5,4,26,0,kmpl,2179,CC,115,bhp,12,Land Rover,Freelander
3150,Maruti Swift,Pune,2014,115000,Diesel,Manual,First,Others,5,4,4.5,28.4,kmpl,1248,CC,74,bhp,11,Maruti,Swift
3151,Renault Duster,Coimbatore,2015,63591,Diesel,Manual,First,White,5,4,5.35,20.45,kmpl,1461,CC,83.8,bhp,10,Renault,Duster
3152,Honda WRV,Mumbai,2018,37430,Petrol,Manual,First,Others,5,4,9.9,17.5,kmpl,1199,CC,98.59,bhp,7,Honda,WRV
3153,Maruti Swift,Ahmedabad,2015,36100,Petrol,Manual,First,Black/Silver,5,4,4.5,20.4,kmpl,1197,CC,81.8,bhp,10,Maruti,Swift
3154,Maruti Ertiga,Pune,2012,63001,Diesel,Manual,Second,White,7,5,6.11,20.77,kmpl,1248,CC,88.76,bhp,13,Maruti,Ertiga
3155,Audi A4,Hyderabad,2012,125000,Petrol,Automatic,First,White,2,2,18,10.5,kmpl,3197,CC,98.59,bhp,13,Audi,A4
3156,Mahindra KUV,Jaipur,2018,15900,Petrol,Manual,First,Black/Silver,6,4,6.25,18.15,kmpl,1198,CC,82,bhp,7,Mahindra,KUV
3157,Volkswagen Polo,Mumbai,2015,27000,Petrol,Manual,First,Others,5,4,4.35,16.47,kmpl,1198,CC,74,bhp,10,Volkswagen,Polo
3158,Renault Koleos,Delhi,2013,65000,Diesel,Automatic,Second,Black/Silver,5,4,7.5,13.73,kmpl,1995,CC,148,bhp,12,Renault,Koleos
3159,Hyundai i10,Pune,2014,90000,Petrol,Manual,Second,White,5,4,2.8,20.36,kmpl,1197,CC,78.9,bhp,11,Hyundai,i10
3160,Mercedes-Benz S-Class,Mumbai,2006,30000,Petrol,Manual,First,White,5,4,10.75,13,kmpl,2987,CC,210,bhp,19,Mercedes-Benz,S-Class
3161,Maruti Baleno,Chennai,2016,16000,Petrol,Manual,First,Black/Silver,5,4,6.95,21.4,kmpl,1197,CC,83.1,bhp,9,Maruti,Baleno
3162,Volkswagen Polo,Hyderabad,2019,1000,Petrol,Manual,First,Others,5,4,5.68,18.78,kmpl,999,CC,75,bhp,6,Volkswagen,Polo
3163,Maruti Baleno,Mumbai,2016,12573,Petrol,Manual,First,Black/Silver,5,4,5.8,21.4,kmpl,1197,CC,83.1,bhp,9,Maruti,Baleno
3164,Honda City,Bangalore,2009,71400,Petrol,Manual,Third,White,5,4,3.8,17,kmpl,1497,CC,118,bhp,16,Honda,City
3165,Maruti Ritz,Mumbai,2014,33000,Petrol,Manual,First,White,5,4,3.25,21.1,kmpl,1197,CC,85.8,bhp,11,Maruti,Ritz
3166,Mercedes-Benz R-Class,Mumbai,2011,82000,Petrol,Automatic,Second,Others,7,5,16.85,11.8,kmpl,3498,CC,272,bhp,14,Mercedes-Benz,R-Class
3167,Maruti Ignis,Coimbatore,2019,16862,Petrol,Manual,First,Black/Silver,5,4,6.06,20.89,kmpl,1197,CC,81.8,bhp,6,Maruti,Ignis
3168,Hyundai i10,Kolkata,2012,29000,Petrol,Manual,First,Others,5,4,2.35,20.36,kmpl,1197,CC,78.9,bhp,13,Hyundai,i10
3169,Mahindra XUV500,Coimbatore,2014,86091,Diesel,Manual,First,Black/Silver,7,5,10.09,15.1,kmpl,2179,CC,140,bhp,11,Mahindra,XUV500
3170,Hyundai Creta,Coimbatore,2017,38271,Petrol,Manual,First,Black/Silver,5,4,12.53,15.29,kmpl,1591,CC,121.3,bhp,8,Hyundai,Creta
3171,Hyundai i20,Mumbai,2017,14000,Petrol,Manual,First,Others,5,4,5.95,18.6,kmpl,1197,CC,81.83,bhp,8,Hyundai,i20
3172,Nissan Terrano,Hyderabad,2013,63220,Petrol,Manual,First,Others,5,4,6.5,13.24,kmpl,1598,CC,102.5,bhp,12,Nissan,Terrano
3173,Audi A4,Coimbatore,2015,21979,Diesel,Automatic,First,Black/Silver,5,4,23.45,17.11,kmpl,1968,CC,174.33,bhp,10,Audi,A4
3174,Toyota Innova,Jaipur,2015,75000,Diesel,Manual,First,White,8,5,11.75,12.99,kmpl,2494,CC,100.6,bhp,10,Toyota,Innova
3175,Toyota Innova,Ahmedabad,2015,70000,Diesel,Manual,First,Others,7,4,12,12.99,kmpl,2494,CC,100.6,bhp,10,Toyota,Innova
3176,Tata Tiago,Coimbatore,2019,20712,Petrol,Manual,First,Black/Silver,5,4,6.94,23.84,kmpl,1199,CC,84,bhp,6,Tata,Tiago
3177,Honda Brio,Delhi,2013,33000,Petrol,Manual,First,White,5,4,3.24,19.4,kmpl,1198,CC,86.8,bhp,12,Honda,Brio
3178,Maruti Swift,Pune,2010,63600,Diesel,Manual,Second,White,5,4,3.1,17.8,kmpl,1248,CC,98.59,bhp,15,Maruti,Swift
3179,Honda City,Kolkata,2011,48466,Petrol,Manual,First,White,5,4,3.26,17,kmpl,1497,CC,118,bhp,14,Honda,City
3180,Honda Amaze,Chennai,2014,48000,Petrol,Manual,First,Black/Silver,5,4,4.75,18,kmpl,1198,CC,86.7,bhp,11,Honda,Amaze
3181,Ford Figo,Jaipur,2014,59327,Diesel,Manual,First,White,5,4,3.25,20,kmpl,1399,CC,68,bhp,11,Ford,Figo
3182,BMW X6,Ahmedabad,2015,97003,Diesel,Automatic,First,Others,5,4,85,15.87,kmpl,2993,CC,308.43,bhp,10,BMW,X6
3183,Ford Figo,Hyderabad,2010,51192,Petrol,Manual,First,Others,5,4,2.65,15.6,kmpl,1196,CC,70,bhp,15,Ford,Figo
3184,Skoda Fabia,Mumbai,2012,27014,Petrol,Manual,First,White,5,4,2.19,16.25,kmpl,1198,CC,75,bhp,13,Skoda,Fabia
3185,BMW X1,Mumbai,2016,31000,Diesel,Automatic,First,White,5,4,29.5,17.05,kmpl,1995,CC,190,bhp,9,BMW,X1
3186,Volkswagen Polo,Kolkata,2014,22000,Petrol,Manual,First,Others,5,4,4.11,16.47,kmpl,1198,CC,74,bhp,11,Volkswagen,Polo
3187,Maruti Baleno,Mumbai,2018,3000,Petrol,Automatic,First,White,5,4,8.85,21.4,kmpl,1197,CC,83.1,bhp,7,Maruti,Baleno
3188,Toyota Innova,Pune,2008,178280,Diesel,Manual,First,Others,8,5,5.9,12.8,kmpl,2494,CC,102,bhp,17,Toyota,Innova
